customer_id,age,price,birth_date,email,phone,start_date,end_date,valid_age,valid_price,valid_date,valid_customer_id,valid_email,valid_email_format,valid_phone,valid_date_order,passes_all_checks
CUST-VAL-00022,42,1258.64,1988-05-14,shipper_22@freight.com,4466589567,2026-08-13,2026-08-20,True,True,True,True,True,True,True,True,True
CUST-VAL-00023,43,907.67,1988-05-14,shipper_23@freight.com,8429141456,2026-08-18,2026-08-20,True,True,True,True,True,True,True,True,True
CUST-VAL-00024,29,1351.5,1988-05-14,shipper_24@freight.com,3303082117,2026-08-16,2026-08-25,True,True,True,True,True,True,True,True,True
CUST-VAL-00025,43,1360.79,1988-05-14,shipper_25@freight.com,2625792787,2026-08-14,2026-08-20,True,True,True,True,True,True,True,True,True
CUST-VAL-00026,72,1228.45,1988-05-14,shipper_26@freight.com,7665963761,2026-08-25,2026-08-28,True,True,True,True,True,True,True,True,True
CUST-VAL-00027,21,1622.7,1988-05-14,shipper_27@freight.com,8995970241,2026-08-02,2026-08-09,True,True,True,True,True,True,True,True,True
CUST-VAL-00028,35,467.89,1988-05-14,shipper_28@freight.com,3479708607,2026-08-19,2026-08-23,True,True,True,True,True,True,True,True,True
CUST-VAL-00029,29,1572.52,1988-05-14,shipper_29@freight.com,4026113008,2026-08-02,2026-08-04,True,True,True,True,True,True,True,True,True
CUST-VAL-00030,20,433.38,1988-05-14,shipper_30@freight.com,9786748825,2026-08-21,2026-08-29,True,True,True,True,True,True,True,True,True
CUST-VAL-00031,20,152.56,1988-05-14,shipper_31@freight.com,5728765136,2026-08-29,2026-08-31,True,True,True,True,True,True,True,True,True
CUST-VAL-00032,60,858.64,1988-05-14,shipper_32@freight.com,6488854841,2026-08-12,2026-08-16,True,True,True,True,True,True,True,True,True
CUST-VAL-00033,68,437.48,1988-05-14,shipper_33@freight.com,2566942273,2026-08-06,2026-08-13,True,True,True,True,True,True,True,True,True
CUST-VAL-00034,30,12.8,1988-05-14,shipper_34@freight.com,6884882440,2026-08-23,2026-08-31,True,True,True,True,True,True,True,True,True
CUST-VAL-00035,36,247.51,1988-05-14,shipper_35@freight.com,3783290795,2026-08-21,2026-08-30,True,True,True,True,True,True,True,True,True
CUST-VAL-00036,28,878.22,1988-05-14,shipper_36@freight.com,4131575764,2026-08-17,2026-08-21,True,True,True,True,True,True,True,True,True
CUST-VAL-00037,39,1785.59,1988-05-14,shipper_37@freight.com,5996775663,2026-08-26,2026-09-02,True,True,True,True,True,True,True,True,True
CUST-VAL-00038,22,110.74,1988-05-14,shipper_38@freight.com,6924716023,2026-08-18,2026-08-26,True,True,True,True,True,True,True,True,True
CUST-VAL-00039,30,772.94,1988-05-14,shipper_39@freight.com,3392080953,2026-08-21,2026-08-25,True,True,True,True,True,True,True,True,True
CUST-VAL-00040,61,563.79,1988-05-14,shipper_40@freight.com,8235363119,2026-08-11,2026-08-18,True,True,True,True,True,True,True,True,True
CUST-VAL-00041,34,1863.04,1988-05-14,shipper_41@freight.com,4332894265,2026-08-07,2026-08-15,True,True,True,True,True,True,True,True,True
CUST-VAL-00042,30,1702.85,1988-05-14,shipper_42@freight.com,6649827836,2026-08-05,2026-08-11,True,True,True,True,True,True,True,True,True
CUST-VAL-00043,69,23.35,1988-05-14,shipper_43@freight.com,2149938334,2026-08-08,2026-08-12,True,True,True,True,True,True,True,True,True
CUST-VAL-00044,68,723.88,1988-05-14,shipper_44@freight.com,2351531223,2026-08-11,2026-08-13,True,True,True,True,True,True,True,True,True
CUST-VAL-00045,45,286.34,1988-05-14,shipper_45@freight.com,8110054933,2026-08-06,2026-08-08,True,True,True,True,True,True,True,True,True
CUST-VAL-00046,70,638.1,1988-05-14,shipper_46@freight.com,2970753705,2026-08-29,2026-09-01,True,True,True,True,True,True,True,True,True
CUST-VAL-00047,52,1890.15,1988-05-14,shipper_47@freight.com,2137651678,2026-08-22,2026-08-26,True,True,True,True,True,True,True,True,True
CUST-VAL-00048,46,1145.08,1988-05-14,shipper_48@freight.com,7805745017,2026-08-17,2026-08-24,True,True,True,True,True,True,True,True,True
CUST-VAL-00049,21,276.7,1988-05-14,shipper_49@freight.com,7010379415,2026-08-18,2026-08-21,True,True,True,True,True,True,True,True,True
CUST-VAL-00050,68,1030.05,1988-05-14,shipper_50@freight.com,5284391408,2026-08-26,2026-08-30,True,True,True,True,True,True,True,True,True
CUST-VAL-00051,43,201.96,1988-05-14,shipper_51@freight.com,7483366056,2026-08-21,2026-08-27,True,True,True,True,True,True,True,True,True
CUST-VAL-00052,25,16.34,1988-05-14,shipper_52@freight.com,1470939445,2026-08-24,2026-08-29,True,True,True,True,True,True,True,True,True
CUST-VAL-00053,71,1468.37,1988-05-14,shipper_53@freight.com,3694860228,2026-08-20,2026-08-25,True,True,True,True,True,True,True,True,True
CUST-VAL-00054,21,53.22,1988-05-14,shipper_54@freight.com,5567816720,2026-08-15,2026-08-18,True,True,True,True,True,True,True,True,True
CUST-VAL-00055,41,1215.42,1988-05-14,shipper_55@freight.com,9573276057,2026-08-20,2026-08-26,True,True,True,True,True,True,True,True,True
CUST-VAL-00056,46,140.93,1988-05-14,shipper_56@freight.com,7567496105,2026-08-03,2026-08-08,True,True,True,True,True,True,True,True,True
CUST-VAL-00057,68,1765.69,1988-05-14,shipper_57@freight.com,9639245200,2026-08-20,2026-08-24,True,True,True,True,True,True,True,True,True
CUST-VAL-00058,28,730.48,1988-05-14,shipper_58@freight.com,4095476665,2026-08-05,2026-08-13,True,True,True,True,True,True,True,True,True
CUST-VAL-00059,49,549.33,1988-05-14,shipper_59@freight.com,8047877267,2026-08-16,2026-08-21,True,True,True,True,True,True,True,True,True
CUST-VAL-00060,64,1624.27,1988-05-14,shipper_60@freight.com,5774080233,2026-08-24,2026-08-29,True,True,True,True,True,True,True,True,True
CUST-VAL-00061,40,452.08,1988-05-14,shipper_61@freight.com,2867302554,2026-08-30,2026-09-08,True,True,True,True,True,True,True,True,True
CUST-VAL-00062,58,1567.56,1988-05-14,shipper_62@freight.com,2948728483,2026-08-18,2026-08-22,True,True,True,True,True,True,True,True,True
CUST-VAL-00063,66,339.87,1988-05-14,shipper_63@freight.com,4919706735,2026-08-14,2026-08-21,True,True,True,True,True,True,True,True,True
CUST-VAL-00064,43,1657.42,1988-05-14,shipper_64@freight.com,3615507143,2026-08-15,2026-08-23,True,True,True,True,True,True,True,True,True
CUST-VAL-00065,57,841.82,1988-05-14,shipper_65@freight.com,5951406973,2026-08-12,2026-08-15,True,True,True,True,True,True,True,True,True
CUST-VAL-00066,35,1173.84,1988-05-14,shipper_66@freight.com,4274958945,2026-08-14,2026-08-18,True,True,True,True,True,True,True,True,True
CUST-VAL-00067,32,1062.1,1988-05-14,shipper_67@freight.com,9592390865,2026-08-07,2026-08-13,True,True,True,True,True,True,True,True,True
CUST-VAL-00068,22,451.58,1988-05-14,shipper_68@freight.com,6687206971,2026-08-24,2026-08-29,True,True,True,True,True,True,True,True,True
CUST-VAL-00069,58,546.21,1988-05-14,shipper_69@freight.com,1083651970,2026-08-21,2026-08-28,True,True,True,True,True,True,True,True,True
CUST-VAL-00070,19,1368.52,1988-05-14,shipper_70@freight.com,9285415473,2026-08-21,2026-08-24,True,True,True,True,True,True,True,True,True
CUST-VAL-00071,62,1600.34,1988-05-14,shipper_71@freight.com,2320763135,2026-08-29,2026-08-30,True,True,True,True,True,True,True,True,True
CUST-VAL-00072,58,796.39,1988-05-14,shipper_72@freight.com,1248786714,2026-08-21,2026-08-23,True,True,True,True,True,True,True,True,True
CUST-VAL-00073,23,93.84,1988-05-14,shipper_73@freight.com,5067116918,2026-08-30,2026-09-08,True,True,True,True,True,True,True,True,True
CUST-VAL-00074,52,1850.56,1988-05-14,shipper_74@freight.com,9957813353,2026-08-27,2026-09-01,True,True,True,True,True,True,True,True,True
CUST-VAL-00075,60,166.22,1988-05-14,shipper_75@freight.com,4289233844,2026-08-02,2026-08-06,True,True,True,True,True,True,True,True,True
CUST-VAL-00076,60,1247.12,1988-05-14,shipper_76@freight.com,3361388464,2026-08-08,2026-08-09,True,True,True,True,True,True,True,True,True
CUST-VAL-00077,46,1666.46,1988-05-14,shipper_77@freight.com,6633778586,2026-08-22,2026-08-31,True,True,True,True,True,True,True,True,True
CUST-VAL-00078,57,388.18,1988-05-14,shipper_78@freight.com,8086172302,2026-08-19,2026-08-22,True,True,True,True,True,True,True,True,True
CUST-VAL-00079,54,1355.8,1988-05-14,shipper_79@freight.com,7517938612,2026-08-04,2026-08-05,True,True,True,True,True,True,True,True,True
CUST-VAL-00081,72,1199.16,1988-05-14,shipper_81@freight.com,1965067727,2026-08-24,2026-08-28,True,True,True,True,True,True,True,True,True
CUST-VAL-00082,39,716.22,1988-05-14,shipper_82@freight.com,2452066459,2026-08-10,2026-08-17,True,True,True,True,True,True,True,True,True
CUST-VAL-00083,66,599.11,1988-05-14,shipper_83@freight.com,1945826486,2026-08-01,2026-08-02,True,True,True,True,True,True,True,True,True
CUST-VAL-00084,69,1282.58,1988-05-14,shipper_84@freight.com,9894847574,2026-08-12,2026-08-17,True,True,True,True,True,True,True,True,True
CUST-VAL-00085,47,744.23,1988-05-14,shipper_85@freight.com,3710566582,2026-08-02,2026-08-06,True,True,True,True,True,True,True,True,True
CUST-VAL-00086,36,177.24,1988-05-14,shipper_86@freight.com,1983297492,2026-08-20,2026-08-29,True,True,True,True,True,True,True,True,True
CUST-VAL-00087,54,1544.92,1988-05-14,shipper_87@freight.com,4888749350,2026-08-05,2026-08-10,True,True,True,True,True,True,True,True,True
CUST-VAL-00088,57,1288.55,1988-05-14,shipper_88@freight.com,8987073217,2026-08-23,2026-08-28,True,True,True,True,True,True,True,True,True
CUST-VAL-00089,24,200.74,1988-05-14,shipper_89@freight.com,9894264595,2026-08-24,2026-09-01,True,True,True,True,True,True,True,True,True
CUST-VAL-00091,21,418.96,1988-05-14,shipper_91@freight.com,8168204967,2026-08-15,2026-08-24,True,True,True,True,True,True,True,True,True
CUST-VAL-00092,19,421.01,1988-05-14,shipper_92@freight.com,3030106617,2026-08-23,2026-08-24,True,True,True,True,True,True,True,True,True
CUST-VAL-00093,30,674.54,1988-05-14,shipper_93@freight.com,8664882079,2026-08-27,2026-08-28,True,True,True,True,True,True,True,True,True
CUST-VAL-00094,51,783.04,1988-05-14,shipper_94@freight.com,8763140509,2026-08-05,2026-08-09,True,True,True,True,True,True,True,True,True
CUST-VAL-00095,29,1037.23,1988-05-14,shipper_95@freight.com,1817804383,2026-08-14,2026-08-20,True,True,True,True,True,True,True,True,True
CUST-VAL-00096,45,45.57,1988-05-14,shipper_96@freight.com,7146318035,2026-08-04,2026-08-08,True,True,True,True,True,True,True,True,True
CUST-VAL-00097,62,37.66,1988-05-14,shipper_97@freight.com,7114223633,2026-08-12,2026-08-18,True,True,True,True,True,True,True,True,True
CUST-VAL-00098,36,370.42,1988-05-14,shipper_98@freight.com,4131356954,2026-08-22,2026-08-23,True,True,True,True,True,True,True,True,True
CUST-VAL-00099,19,1637.56,1988-05-14,shipper_99@freight.com,1422701550,2026-08-26,2026-08-27,True,True,True,True,True,True,True,True,True
CUST-VAL-00101,47,379.71,1988-05-14,shipper_101@freight.com,2067970820,2026-08-28,2026-09-04,True,True,True,True,True,True,True,True,True
CUST-VAL-00102,60,155.88,1988-05-14,shipper_102@freight.com,2926780541,2026-08-23,2026-08-26,True,True,True,True,True,True,True,True,True
CUST-VAL-00103,36,311.81,1988-05-14,shipper_103@freight.com,2811967841,2026-08-16,2026-08-18,True,True,True,True,True,True,True,True,True
CUST-VAL-00104,50,463.06,1988-05-14,shipper_104@freight.com,6491309593,2026-08-26,2026-09-01,True,True,True,True,True,True,True,True,True
CUST-VAL-00105,18,1819.28,1988-05-14,shipper_105@freight.com,4965395580,2026-08-04,2026-08-10,True,True,True,True,True,True,True,True,True
CUST-VAL-00106,18,10.99,1988-05-14,shipper_106@freight.com,3363629219,2026-08-27,2026-08-29,True,True,True,True,True,True,True,True,True
CUST-VAL-00107,48,680.06,1988-05-14,shipper_107@freight.com,9807209816,2026-08-12,2026-08-18,True,True,True,True,True,True,True,True,True
CUST-VAL-00108,19,294.65,1988-05-14,shipper_108@freight.com,4590711152,2026-08-21,2026-08-26,True,True,True,True,True,True,True,True,True
CUST-VAL-00109,72,1911.93,1988-05-14,shipper_109@freight.com,5161807235,2026-08-28,2026-09-01,True,True,True,True,True,True,True,True,True
CUST-VAL-00110,25,1742.68,1988-05-14,shipper_110@freight.com,4645120421,2026-08-20,2026-08-22,True,True,True,True,True,True,True,True,True
CUST-VAL-00111,69,1736.63,1988-05-14,shipper_111@freight.com,6009268066,2026-08-13,2026-08-18,True,True,True,True,True,True,True,True,True
CUST-VAL-00112,22,441.9,1988-05-14,shipper_112@freight.com,7380780055,2026-08-06,2026-08-12,True,True,True,True,True,True,True,True,True
CUST-VAL-00113,71,912.76,1988-05-14,shipper_113@freight.com,1251837136,2026-08-10,2026-08-12,True,True,True,True,True,True,True,True,True
CUST-VAL-00114,24,836.4,1988-05-14,shipper_114@freight.com,2627677155,2026-08-20,2026-08-29,True,True,True,True,True,True,True,True,True
CUST-VAL-00115,54,1097.26,1988-05-14,shipper_115@freight.com,9526836552,2026-08-25,2026-09-02,True,True,True,True,True,True,True,True,True
CUST-VAL-00116,22,1964.98,1988-05-14,shipper_116@freight.com,7249213370,2026-08-20,2026-08-29,True,True,True,True,True,True,True,True,True
CUST-VAL-00117,66,136.69,1988-05-14,shipper_117@freight.com,8380507338,2026-08-13,2026-08-21,True,True,True,True,True,True,True,True,True
CUST-VAL-00118,55,243.66,1988-05-14,shipper_118@freight.com,1664847319,2026-08-12,2026-08-13,True,True,True,True,True,True,True,True,True
CUST-VAL-00119,33,1739.67,1988-05-14,shipper_119@freight.com,2274350418,2026-08-27,2026-08-30,True,True,True,True,True,True,True,True,True
CUST-VAL-00121,68,1294.86,1988-05-14,shipper_121@freight.com,3328710672,2026-08-27,2026-08-29,True,True,True,True,True,True,True,True,True
CUST-VAL-00122,27,1305.12,1988-05-14,shipper_122@freight.com,8507497883,2026-08-29,2026-09-01,True,True,True,True,True,True,True,True,True
CUST-VAL-00123,36,1318.56,1988-05-14,shipper_123@freight.com,1245522987,2026-08-22,2026-08-29,True,True,True,True,True,True,True,True,True
CUST-VAL-00124,27,805.12,1988-05-14,shipper_124@freight.com,7803990970,2026-08-08,2026-08-16,True,True,True,True,True,True,True,True,True
CUST-VAL-00125,52,1684.85,1988-05-14,shipper_125@freight.com,1676168421,2026-08-06,2026-08-09,True,True,True,True,True,True,True,True,True
CUST-VAL-00126,65,1797.27,1988-05-14,shipper_126@freight.com,1798112150,2026-08-27,2026-09-01,True,True,True,True,True,True,True,True,True
CUST-VAL-00127,49,1334.47,1988-05-14,shipper_127@freight.com,3555656321,2026-08-18,2026-08-25,True,True,True,True,True,True,True,True,True
CUST-VAL-00128,73,1785.32,1988-05-14,shipper_128@freight.com,6305160342,2026-08-19,2026-08-22,True,True,True,True,True,True,True,True,True
CUST-VAL-00129,70,1444.95,1988-05-14,shipper_129@freight.com,3553440342,2026-08-01,2026-08-03,True,True,True,True,True,True,True,True,True
CUST-VAL-00130,51,1765.37,1988-05-14,shipper_130@freight.com,3660223333,2026-08-08,2026-08-15,True,True,True,True,True,True,True,True,True
CUST-VAL-00131,53,869.19,1988-05-14,shipper_131@freight.com,7540301973,2026-08-04,2026-08-06,True,True,True,True,True,True,True,True,True
CUST-VAL-00132,38,1869.32,1988-05-14,shipper_132@freight.com,9309500117,2026-08-06,2026-08-14,True,True,True,True,True,True,True,True,True
CUST-VAL-00133,38,1932.7,1988-05-14,shipper_133@freight.com,8370987661,2026-08-15,2026-08-24,True,True,True,True,True,True,True,True,True
CUST-VAL-00134,37,118.15,1988-05-14,shipper_134@freight.com,6320115677,2026-08-01,2026-08-10,True,True,True,True,True,True,True,True,True
CUST-VAL-00135,28,574.81,1988-05-14,shipper_135@freight.com,2699887270,2026-08-16,2026-08-23,True,True,True,True,True,True,True,True,True
CUST-VAL-00136,29,1139.73,1988-05-14,shipper_136@freight.com,6583444930,2026-08-21,2026-08-30,True,True,True,True,True,True,True,True,True
CUST-VAL-00137,25,849.57,1988-05-14,shipper_137@freight.com,1311570307,2026-08-02,2026-08-07,True,True,True,True,True,True,True,True,True
CUST-VAL-00138,36,1184.3,1988-05-14,shipper_138@freight.com,5278201677,2026-08-04,2026-08-09,True,True,True,True,True,True,True,True,True
CUST-VAL-00139,61,190.15,1988-05-14,shipper_139@freight.com,9904586976,2026-08-20,2026-08-29,True,True,True,True,True,True,True,True,True
CUST-VAL-00140,72,1757.39,1988-05-14,shipper_140@freight.com,2139027119,2026-08-08,2026-08-10,True,True,True,True,True,True,True,True,True
CUST-VAL-00141,51,1632.57,1988-05-14,shipper_141@freight.com,9303285822,2026-08-06,2026-08-11,True,True,True,True,True,True,True,True,True
CUST-VAL-00142,22,1764.55,1988-05-14,shipper_142@freight.com,4783282817,2026-08-13,2026-08-21,True,True,True,True,True,True,True,True,True
CUST-VAL-00143,19,1152.78,1988-05-14,shipper_143@freight.com,4776436931,2026-08-12,2026-08-15,True,True,True,True,True,True,True,True,True
CUST-VAL-00144,18,1749.1,1988-05-14,shipper_144@freight.com,6882074066,2026-08-05,2026-08-07,True,True,True,True,True,True,True,True,True
CUST-VAL-00145,32,1608.63,1988-05-14,shipper_145@freight.com,5972484792,2026-08-14,2026-08-20,True,True,True,True,True,True,True,True,True
CUST-VAL-00146,51,671.34,1988-05-14,shipper_146@freight.com,8316648259,2026-08-15,2026-08-23,True,True,True,True,True,True,True,True,True
CUST-VAL-00147,69,1823.12,1988-05-14,shipper_147@freight.com,9623534576,2026-08-14,2026-08-21,True,True,True,True,True,True,True,True,True
CUST-VAL-00148,30,439.18,1988-05-14,shipper_148@freight.com,3849232839,2026-08-10,2026-08-15,True,True,True,True,True,True,True,True,True
CUST-VAL-00149,44,610.57,1988-05-14,shipper_149@freight.com,5871743247,2026-08-18,2026-08-27,True,True,True,True,True,True,True,True,True
CUST-VAL-00151,58,1457.98,1988-05-14,shipper_151@freight.com,6464693977,2026-08-24,2026-08-26,True,True,True,True,True,True,True,True,True
CUST-VAL-00152,70,1376.93,1988-05-14,shipper_152@freight.com,3597724331,2026-08-06,2026-08-14,True,True,True,True,True,True,True,True,True
CUST-VAL-00153,68,1341.92,1988-05-14,shipper_153@freight.com,8377088167,2026-08-06,2026-08-10,True,True,True,True,True,True,True,True,True
CUST-VAL-00154,47,341.87,1988-05-14,shipper_154@freight.com,7393195616,2026-08-14,2026-08-15,True,True,True,True,True,True,True,True,True
CUST-VAL-00155,37,1088.92,1988-05-14,shipper_155@freight.com,4633987776,2026-08-26,2026-08-28,True,True,True,True,True,True,True,True,True
CUST-VAL-00156,24,210.24,1988-05-14,shipper_156@freight.com,9986353481,2026-08-01,2026-08-05,True,True,True,True,True,True,True,True,True
CUST-VAL-00157,23,604.24,1988-05-14,shipper_157@freight.com,2188332531,2026-08-13,2026-08-17,True,True,True,True,True,True,True,True,True
CUST-VAL-00158,58,1894.2,1988-05-14,shipper_158@freight.com,5310195918,2026-08-09,2026-08-10,True,True,True,True,True,True,True,True,True
CUST-VAL-00159,45,559.09,1988-05-14,shipper_159@freight.com,4311931853,2026-08-02,2026-08-05,True,True,True,True,True,True,True,True,True
CUST-VAL-00161,38,147.37,1988-05-14,shipper_161@freight.com,8478529823,2026-08-20,2026-08-22,True,True,True,True,True,True,True,True,True
CUST-VAL-00162,43,1988.02,1988-05-14,shipper_162@freight.com,1041531046,2026-08-28,2026-09-04,True,True,True,True,True,True,True,True,True
CUST-VAL-00163,19,1867.64,1988-05-14,shipper_163@freight.com,4882343658,2026-08-11,2026-08-13,True,True,True,True,True,True,True,True,True
CUST-VAL-00164,53,1650.99,1988-05-14,shipper_164@freight.com,3343292475,2026-08-07,2026-08-08,True,True,True,True,True,True,True,True,True
CUST-VAL-00165,62,112.53,1988-05-14,shipper_165@freight.com,8879525611,2026-08-03,2026-08-12,True,True,True,True,True,True,True,True,True
CUST-VAL-00166,35,1369.04,1988-05-14,shipper_166@freight.com,5931025271,2026-08-25,2026-09-01,True,True,True,True,True,True,True,True,True
CUST-VAL-00167,32,1415.42,1988-05-14,shipper_167@freight.com,1547374338,2026-08-12,2026-08-17,True,True,True,True,True,True,True,True,True
CUST-VAL-00168,41,1565.44,1988-05-14,shipper_168@freight.com,6618926823,2026-08-06,2026-08-14,True,True,True,True,True,True,True,True,True
CUST-VAL-00169,42,902.18,1988-05-14,shipper_169@freight.com,4696689457,2026-08-07,2026-08-14,True,True,True,True,True,True,True,True,True
CUST-VAL-00170,25,1881.86,1988-05-14,shipper_170@freight.com,9155819200,2026-08-30,2026-09-01,True,True,True,True,True,True,True,True,True
CUST-VAL-00171,37,1696.54,1988-05-14,shipper_171@freight.com,5736462531,2026-08-30,2026-09-04,True,True,True,True,True,True,True,True,True
CUST-VAL-00172,30,1163.89,1988-05-14,shipper_172@freight.com,4993808565,2026-08-30,2026-09-06,True,True,True,True,True,True,True,True,True
CUST-VAL-00173,20,310.25,1988-05-14,shipper_173@freight.com,4713453204,2026-08-06,2026-08-08,True,True,True,True,True,True,True,True,True
CUST-VAL-00174,36,1340.27,1988-05-14,shipper_174@freight.com,4482238042,2026-08-02,2026-08-11,True,True,True,True,True,True,True,True,True
CUST-VAL-00175,43,813.31,1988-05-14,shipper_175@freight.com,9080621072,2026-08-14,2026-08-22,True,True,True,True,True,True,True,True,True
CUST-VAL-00176,18,1561.99,1988-05-14,shipper_176@freight.com,1106456634,2026-08-13,2026-08-21,True,True,True,True,True,True,True,True,True
CUST-VAL-00177,33,859.27,1988-05-14,shipper_177@freight.com,9292791081,2026-08-20,2026-08-27,True,True,True,True,True,True,True,True,True
CUST-VAL-00178,72,1007.41,1988-05-14,shipper_178@freight.com,4482141802,2026-08-15,2026-08-24,True,True,True,True,True,True,True,True,True
CUST-VAL-00179,54,1792.26,1988-05-14,shipper_179@freight.com,2145921803,2026-08-24,2026-08-26,True,True,True,True,True,True,True,True,True
CUST-VAL-00181,28,740.94,1988-05-14,shipper_181@freight.com,4745927824,2026-08-15,2026-08-18,True,True,True,True,True,True,True,True,True
CUST-VAL-00182,59,1400.92,1988-05-14,shipper_182@freight.com,8982597239,2026-08-24,2026-08-27,True,True,True,True,True,True,True,True,True
CUST-VAL-00183,43,1579.08,1988-05-14,shipper_183@freight.com,1955345537,2026-08-24,2026-09-01,True,True,True,True,True,True,True,True,True
CUST-VAL-00184,56,797.19,1988-05-14,shipper_184@freight.com,7271954644,2026-08-23,2026-08-24,True,True,True,True,True,True,True,True,True
CUST-VAL-00185,34,526.09,1988-05-14,shipper_185@freight.com,1977515194,2026-08-13,2026-08-22,True,True,True,True,True,True,True,True,True
CUST-VAL-00186,29,657.67,1988-05-14,shipper_186@freight.com,9691572571,2026-08-27,2026-08-28,True,True,True,True,True,True,True,True,True
CUST-VAL-00187,71,818.37,1988-05-14,shipper_187@freight.com,6124453431,2026-08-22,2026-08-26,True,True,True,True,True,True,True,True,True
CUST-VAL-00188,35,1685.04,1988-05-14,shipper_188@freight.com,6704841644,2026-08-06,2026-08-15,True,True,True,True,True,True,True,True,True
CUST-VAL-00189,66,958.78,1988-05-14,shipper_189@freight.com,4712367625,2026-08-24,2026-08-29,True,True,True,True,True,True,True,True,True
CUST-VAL-00190,36,1144.94,1988-05-14,shipper_190@freight.com,6493800024,2026-08-12,2026-08-20,True,True,True,True,True,True,True,True,True
CUST-VAL-00191,28,280.63,1988-05-14,shipper_191@freight.com,7597996327,2026-08-05,2026-08-08,True,True,True,True,True,True,True,True,True
CUST-VAL-00192,70,318.18,1988-05-14,shipper_192@freight.com,5033992825,2026-08-20,2026-08-27,True,True,True,True,True,True,True,True,True
CUST-VAL-00193,58,464.94,1988-05-14,shipper_193@freight.com,9462806178,2026-08-09,2026-08-15,True,True,True,True,True,True,True,True,True
CUST-VAL-00194,71,554.47,1988-05-14,shipper_194@freight.com,2140169349,2026-08-12,2026-08-21,True,True,True,True,True,True,True,True,True
CUST-VAL-00195,52,1858.13,1988-05-14,shipper_195@freight.com,7161404428,2026-08-07,2026-08-16,True,True,True,True,True,True,True,True,True
CUST-VAL-00196,37,1156.56,1988-05-14,shipper_196@freight.com,6642201119,2026-08-28,2026-08-30,True,True,True,True,True,True,True,True,True
CUST-VAL-00197,50,1208.93,1988-05-14,shipper_197@freight.com,3196545325,2026-08-22,2026-08-26,True,True,True,True,True,True,True,True,True
